ID;residual sugar;chlorides;flavanoids;free sulfur dioxide;total sulfur dioxide;density;pH;magnesium;sulphates;alcohol;lightness;quality
314;6,7;0,038;0,38;51;166;0,9941;3,29;0,39;0,63;10;0,11;6
315;6,6;0,04;0,38;50;167;0,9941;3,29;0,75;0,62;10;0,1;5
316;1,1;0,132;0,38;42;127;0,9934;3,09;0,11;0,44;9,1;0,13;6
317;4,7;0,031;0,38;34;134;0,9927;3,21;0,08;0,38;10,6;0,1;6
318;7,7;0,031;0,38;36;135;0,9938;3,19;0,35;0,37;10,5;0,1;5
319;7,85;0,03;0,38;19;133;0,9933;3,52;0,61;0,43;11,5;0,1;7
320;3,3;0,04;0,38;10;69;0,9934;3,54;0,40;0,59;10,1;0,11;6
321;1,1;0,041;0,38;15;65;0,9927;3,61;0,87;0,61;10,3;0,1;7
322;7,7;0,031;0,38;36;135;0,9938;3,19;0,26;0,37;10,5;0,11;5
323;4,7;0,031;0,38;34;134;0,9927;3,21;0,05;0,38;10,6;0,11;6
324;9,3;0,031;0,38;35;137;0,9946;3,16;0,08;0,36;10,4;0,1;6
325;2;0,046;0,38;11;207;0,993;3,02;0,81;0,55;11,4;0,09;5
326;5,8;0,057;0,38;131;313;0,9946;3,18;0,55;0,59;10,5;0,1;5
327;15,15;0,04;0,38;38;216;0,9976;2,96;0,96;0,6;10;0,11;6
328;6,3;0,039;0,38;37;143;0,9944;3,19;0,42;0,65;10;0,1;6
329;15,4;0,042;0,38;55;195;0,9978;3,23;0,15;0,5;9,6;0,12;6
330;1,3;0,036;0,38;33;85;0,992;3,17;0,77;0,51;10,4;0,11;99
331;4,8;0,03;0,38;34;101;0,9912;;0,11;0,6;12,5;0,08;8
332;4,6;0,032;0,38;37;135;0,9927;;0,24;0,39;10,6;0,1;5
333;1,8;0,033;0,38;16;91;0,9906;3,28;0,69;0,4;11,8;0,1;6
334;9,9;0,038;0,38;30;133;0,9954;3,11;0,70;0,44;9,8;0,11;5
335;5,7;0,031;0,38;12;80;0,9923;3,25;0,27;0,38;10,8;0,11;5
336;1,8;0,033;0,38;16;91;0,9906;3,28;0,46;0,4;11,8;0,1;6
337;1,5;0,036;0,38;15;105;0,991;3,32;0,24;0,42;11,2;0,11;6
338;12,3;0,045;0,38;55;170;0,9972;3,28;0,75;0,42;9,3;0,11;6
339;1,3;0,047;0,38;12;139;0,9945;3,45;0,30;0,53;10,4;0,1;5
340;1,5;0,049;0,38;49;141;0,9934;3,43;0,64;0,85;10,2;0,1;7
341;7,8;0,045;0,38;27;153;0,9964;3,19;0,08;0,55;9;0,12;7
342;1,5;0,047;0,38;17;129;0,9948;3,2;0,63;0,54;10;0,1;6
343;9,7;0,044;0,38;30;140;0,9962;3,18;0,10;0,47;9,1;0,12;6
344;3;0,053;0,38;46;144;0,9931;3,29;0,07;0,76;10;0,1;5
345;3;0,052;0,38;47;145;0,993;3,29;0,09;0,75;10;0,11;6
346;4,6;0,05;0,38;33;131;0,9942;3,28;0,13;0,4;9,6;0,12;6
347;1,3;0,031;0,38;20;68;0,9906;3,36;0,52;0,51;11,2;0,1;7
348;15,6;0,056;0,38;75;155;0,9995;3,2;0,56;0,44;8,8;0,13;6
349;13,6;0,052;0,38;38;118;0,998;3,15;0,54;0,5;10;0,11;6
350;11,2;0,054;0,38;56;137;0,997;3,15;0,81;0,47;10;0,12;5
351;2,1;0,044;0,38;47;146;0,9914;3,27;0,60;0,74;11,4;0,1;7
352;6,85;0,038;0,38;32;138;0,992;3,03;0,88;0,3;11,9;0,1;7
353;2,5;0,071;0,38;27;128;0,9924;3,14;0,73;0,51;9,6;0,11;6
354;6,85;0,038;0,38;32;138;0,992;3,03;0,03;0,3;11,9;0,1;7
355;4,4;0,047;0,38;38,5;245;0,9937;3,25;0,84;0,57;9,6;0,12;6
356;14,3;0,063;0,38;48;191;0,9978;2,89;0,29;0,38;9;0,12;6
357;14,3;0,063;0,38;48;191;0,9978;2,89;0,53;0,38;9;0,12;6
358;1,1;0,05;0,38;24;169;0,9927;3,15;0,83;0,78;9,5;0,12;6
359;1,4;0,05;0,38;19;152;0,994;3;0,54;0,42;10,4;0,11;6
360;4,7;0,04;0,38;43;161;0,9935;3,2;0,70;0,59;10,6;0,1;6
361;14,9;0,047;0,38;54;162;0,9968;3,28;0,60;0,5;10,2;0,1;6
362;1,2;0,055;0,38;24;84;0,9941;3,15;0,40;0,43;8,9;0,12;5
363;5,3;0,05;0,38;40;127;0,9942;3,4;0,90;0,39;9,7;0,11;6
364;14,3;0,063;0,38;48;191;0,9978;2,89;0,67;0,38;9;0,12;6
365;2,3;0,037;0,38;18;102;0,9923;3,49;0,65;0,42;11,4;0,1;7
366;3,5;0,028;0,38;29;113;0,9912;3,4;0,53;0,71;12,3;0,09;7
367;1,5;0,089;0,38;40;143;0,9923;3,49;0,50;0,62;10,8;0,1;6
368;1;0,053;0,38;39;148;0,9927;3,12;0,35;0,45;9,4;0,12;6
369;2,3;0,049;0,38;36;178;0,9931;3,17;0,26;0,64;10,6;0,11;6
370;12,5;0,044;0,38;26;72;0,9941;3,17;0,38;0,29;11,6;0,09;5
371;1;0,053;0,38;39;148;0,9927;3,12;0,30;0,45;9,4;0,11;6
372;2,3;0,049;0,38;36;178;0,9931;3,17;0,05;0,64;10,6;0,11;6
373;0,8;0,048;0,38;17;204;0,9934;3,34;0,84;0,56;10;0,12;5
374;2,4;0,048;0,38;30;149;0,9936;3,1;0,66;0,51;9,2;0,11;6
375;1,6;0,027;0,38;18;89;0,9893;3,51;0,47;0,38;12,5;0,1;7
376;1,6;0,027;0,38;18;89;0,9893;3,51;0,65;0,38;12,5;0,09;7
377;1,5;0,037;0,38;12;119;0,9919;3,32;0,32;0,51;10,4;0,11;7
378;1,4;0,045;0,38;21;98;0,9924;3,15;0,63;0,46;10;0,11;7
379;2,6;0,049;0,38;17;155;0,9927;3,22;0,46;0,64;10;0,11;6
380;1,5;0,037;0,38;12;119;0,9919;3,32;0,75;0,51;10,4;0,1;7
381;1,4;0,045;0,38;21;98;0,9924;3,15;0,20;0,46;10;0,1;7
382;12,5;0,046;0,38;48;179;0,9975;3,1;0,35;0,52;9;0,11;6
383;9,6;0,051;0,38;26;157;0,9969;3,12;0,30;0,53;9,2;0,12;6
384;2,4;0,048;0,38;30;149;0,9936;3,1;0,76;0,51;9,2;0,12;6
385;3,2;0,027;0,38;20;125;0,991;3,38;0,73;0,39;11,3;0,09;7
386;1,6;0,027;0,38;18;89;0,9893;3,51;0,89;0,38;12,5;0,1;7
387;1,5;0,026;0,38;24;115;0,9906;3,48;0,16;0,39;10,8;0,11;7
388;5,9;0,04;0,38;82,5;260;0,9941;3,12;0,41;0,66;10,1;0,12;5
389;5,4;0,047;0,38;29;140;0,995;3,39;0,66;0,46;9,7;0,12;6
390;14,9;0,032;0,38;60;181;0,9983;3,18;0,31;0,61;9,3;0,11;7
391;14,9;0,032;0,38;60;181;0,9983;3,18;0,26;0,61;9,3;0,12;7
392;1,1;0,031;0,38;13;66;0,9916;3,1;0,26;0,46;10,6;0,1;5
393;9,8;0,031;0,38;19;125;0,9957;3,36;0,67;0,47;10,2;0,11;6
394;2;0,021;0,38;20;69;0,99;3,08;0,30;0,56;12,2;0,09;6
395;11,8;0,044;0,38;62;163;0,9976;3,19;0,36;0,44;8,8;0,12;5
396;1,3;0,04;0,38;87;168;0,992;3,18;0,05;0,41;10;0,11;5
397;1,8;0,031;0,38;30;93;0,9917;3,09;0,55;0,39;11,4;0,11;5
398;1,5;0,037;0,38;35;107;0,9917;3,46;0,57;0,5;11,4;0,1;6
399;18,2;0,048;0,38;52;168;0,9993;3,35;0,36;0,44;9,4;0,12;5
400;2,9;0,032;0,38;32;83;0,9908;3,3;0,41;0,41;11,7;0,1;6
401;1,5;0,037;0,38;35;107;0,9917;3,46;0,24;0,5;11,4;0,1;6
402;11,8;0,044;0,38;62;163;0,9976;3,19;0,15;0,44;8,8;0,12;5
403;1,4;0,069;0,38;22;108;0,9934;3,23;0,44;0,52;9,2;0,12;5
404;18,2;0,046;0,38;55;252;1;3,07;0,66;0,56;8,7;0,13;5
405;6,3;0,035;0,38;33;170;0,9918;3,24;0,97;0,66;12,6;0,1;6
406;1,3;0,04;0,38;87;168;0,992;3,18;0,47;0,41;10;0,11;5
407;4;0,031;0,38;40;99;0,9896;3,39;0,06;0,39;12,8;0,09;7
408;1,2;0,049;0,38;13;125;0,9932;3,17;0,84;0,51;9,4;0,12;5
409;1,2;0,044;0,38;26;116;0,992;3,26;0,76;0,53;10,3;0,11;6
410;1,8;0,031;0,38;30;93;0,9917;3,09;0,44;0,39;11,4;0,09;5
411;18,95;0,038;0,38;42;155;0,9999;2,97;0,03;0,47;9;0,12;6
412;12,7;0,04;0,38;38;140;0,998;3,3;0,37;0,79;9,6;0,12;6
413;1,2;0,036;0,38;32;85;0,9918;3,16;0,74;0,5;10,5;0,1;5
414;1,2;0,036;0,38;32;85;0,9918;3,16;0,72;0,5;10,5;0,1;5
415;18,95;0,038;0,38;42;155;0,9999;2,97;0,40;0,47;9;0,12;6
416;12,7;0,04;0,38;38;140;0,998;3,3;0,00;0,79;9,6;0,12;6
417;1,2;0,041;0,38;27;99;0,9927;3,19;0,54;0,33;9,8;0,12;6
418;7,7;0,047;0,38;57;210;0,9959;3,1;0,90;0,47;9;0,12;5
419;1,2;0,041;0,38;27;99;0,9927;3,19;0,84;0,33;9,8;0,11;99
420;1,6;0,05;0,38;33;137;0,9929;3,31;0,68;0,56;10,5;0,1;6
421;2,7;0,03;0,38;41;136;0,9898;3,16;0,55;0,37;12,7;0,09;7
422;8,7;0,045;0,38;37;222;0,9954;3,25;0,17;0,54;10,4;0,1;6
423;8,6;0,045;0,38;37;221;0,9954;3,25;0,35;0,54;10,4;0,11;6
424;8,6;0,045;0,38;37;221;0,9954;3,25;0,60;0,54;10,4;0,11;6
425;8,3;0,047;0,38;47;162;0,9954;3,34;0,67;0,52;10,5;0,11;7
426;8,7;0,045;0,38;37;222;0,9954;3,25;0,99;0,54;10,4;0,11;6
427;8,6;0,045;0,38;37;221;0,9954;3,25;0,14;0,54;10,4;0,1;6
428;13,3;0,053;0,38;48;194;0,9974;3,09;0,62;0,45;9,4;0,11;5
429;1,2;0,051;0,38;20;89;0,9936;3,06;0,58;0,46;9,1;0,12;5
430;13,6;0,056;0,38;54;197;0,9978;3,1;0,69;0,49;9,3;0,12;5
431;13,3;0,053;0,38;48;194;0,9974;3,09;0,18;0,45;9,4;0,11;5
432;1,1;0,048;0,38;19;84;0,9927;3,21;0,62;0,38;9,8;0,12;5
433;2,3;0,045;0,38;73,5;214;0,9934;3,18;0,62;0,61;9,9;0,11;7
434;1,5;0,108;0,38;16;151;0,9938;3,07;0,15;0,57;9,2;0,13;4
435;7,1;0,028;0,38;31;104;0,9922;3,35;0,86;0,47;12,1;0,09;8
436;6,2;0,027;0,38;24;97;0,992;3,38;0,70;0,49;12,2;0,09;7
437;2,5;0,042;0,38;23;218,5;0,9935;3,27;0,82;0,6;9,8;0,11;5
438;1,4;0,035;0,38;49;186;0,9906;3,35;0,98;0,64;12,4;0,08;8
439;2,3;0,045;0,38;73,5;214;0,9934;3,18;0,38;0,61;9,9;0,12;7
440;1,2;0,06;0,38;23;108;0,9934;;0,61;0,54;9,2;0,12;5
441;1,6;0,028;0,38;24;102;0,9913;3,29;0,18;0,59;11,6;0,09;7
442;6,6;0,033;0,38;25;137;0,9938;3,3;0,24;0,69;10,4;0,11;6
443;2,2;0,026;0,38;54;126;0,9898;3,43;0,16;0,65;12,9;0,09;8
444;12,2;0,048;0,38;54;245;0,9975;3,26;0,40;0,54;9,3;0,12;6
445;20,8;0,031;0,38;40;139;0,9975;3,2;0,50;0,33;11;0,1;6
446;11;0,038;0,38;16;66;0,9937;3,24;0,54;0,4;11,5;0,1;3
447;2,6;0,054;0,38;30;156;0,9914;3,53;0,44;0,42;12,4;0,09;5
448;14;0,048;0,38;24;113;0,9982;3,44;0,13;0,53;9,8;0,11;6
449;14;0,048;0,38;24;113;0,9982;3,44;0,58;0,53;9,8;0,11;6
450;1,6;0,052;0,38;34;127;0,9929;3,48;0,60;0,56;10,5;0,11;7
451;9,9;0,07;0,38;21;174;0,9971;3,03;0,93;0,54;9,1;0,11;5
452;1,2;0,038;0,38;34;128;0,9921;3,24;0,83;0,44;10,1;0,1;5
453;2,7;0,042;0,38;27;160;0,9931;3,46;0,36;0,51;10,6;0,1;7
454;1,6;0,046;0,38;32;113;0,9924;3,41;0,17;0,51;10,5;0,11;7
455;1,6;0,052;0,38;34;127;0,9929;3,48;0,27;0,56;10,5;0,1;7
456;14;0,048;0,38;24;113;0,9982;3,44;0,69;0,53;9,8;0,11;6
457;1,5;0,022;0,38;11;82;0,9892;3,3;0,91;0,4;12,9;0,08;7
458;8,6;0,056;0,38;26;111;0,9956;2,95;0,37;0,52;9,5;0,12;5
459;1;0,053;0,38;31;218,5;0,9924;3,29;0,85;0,72;9,8;0,12;6
460;9,1;0,059;0,38;83;249;0,9971;3,37;0,98;0,5;8,5;0,13;5
461;8,6;0,056;0,38;26;111;0,9956;2,95;0,13;0,52;9,5;0,11;5
462;15,2;0,047;0,38;40;171;0,9982;3,22;0,88;0,45;9,3;0,12;5
463;12,4;0,047;0,38;50;162;0,9973;3,35;0,46;0,38;9,5;0,11;5
464;2,2;0,044;0,38;15;68;0,9932;3,17;0,91;0,39;9,4;0,12;6
465;11;0,047;0,38;66;178;0,9976;3,16;0,35;0,5;8,7;0,12;5
466;10;0,081;0,38;34;126;0,9962;2,95;0,20;0,46;8,9;0,12;5
467;9;0,039;0,38;54;141;0,9956;3,22;0,31;0,43;9,4;0,11;6
468;2,2;0,044;0,38;15;68;0,9932;3,17;0,93;0,39;9,4;0,11;6
469;11;0,047;0,38;66;178;0,9976;3,16;0,94;0,5;8,7;0,12;5
470;18,15;0,047;0,38;59;182;0,9992;3,09;0,40;0,52;9,6;0,11;5
471;12,15;0,039;0,38;21;158;0,9983;3;0,74;0,73;9,3;0,12;6
472;3,4;0,036;0,38;34;200;0,9937;3,14;0,42;0,76;10;0,11;5
473;2;0,023;0,38;19;86;0,99;3,25;0,42;0,45;12,5;0,09;6
474;4,8;0,034;0,38;34;132;0,9944;3,36;0,09;0,48;9,6;0,1;7
475;4,5;0,03;0,38;30;102;0,9938;3,24;0,28;0,36;9,4;0,12;6
476;11;0,029;0,38;55;227;0,9965;3,03;0,94;0,61;9,5;0,12;5
477;1,1;0,028;0,38;42;105;0,9893;2,99;0,35;0,39;12,4;0,09;7
478;1,5;0,037;0,38;29;115;0,9927;3,11;0,62;0,55;10,5;0,1;6
479;1,7;0,073;0,38;21;165;0,994;2,97;0,36;0,58;9,2;0,11;6
480;1,7;0,041;0,38;67;164;0,9928;3,32;0,43;0,56;10,4;0,1;6
481;8,9;0,043;0,38;31;172;0,9964;3,22;0,31;0,6;9,2;0,12;5
482;1,3;0,047;0,38;45;104;0,9917;3,33;0,95;0,51;10,6;0,11;6
483;13,3;0,044;0,38;41;137;0,9972;3,34;0,85;0,42;9,5;0,11;5
484;8,9;0,043;0,38;31;172;0,9964;3,22;0,58;0,6;9,2;0,12;5
485;6,6;0,346;0,38;79;200;0,9954;3,29;0,11;0,58;9,6;0,11;5
486;1,5;0,028;0,38;36;117;0,993;3,47;0,24;0,54;9,7;0,12;6
487;1,5;0,025;0,38;43;117;0,9928;3,46;0,25;0,51;9,7;0,12;6
488;1,3;0,035;0,38;32;90;0,9916;3,1;0,04;0,42;10,7;0,11;6
489;1,6;0,045;0,38;53;180;0,9936;3,34;0,86;0,68;10,5;0,11;6
490;7,6;0,047;0,38;52;177;0,9962;3,13;0,64;0,45;8,9;0,13;6
491;1;0,035;0,38;8;70;0,9899;3,09;0,52;0,46;12,1;0,09;6
492;1,6;0,032;0,38;12;65;0,9898;3,25;0,94;0,4;12,7;0,1;7
493;8,9;0,039;0,38;42;182;0,996;3,18;0,31;0,46;9,9;0,1;6
494;1,8;0,022;0,38;28;158;0,9907;3,2;0,52;0,64;11,4;0,1;6
495;4,7;0,04;0,38;27;103;0,994;3,37;0,29;0,58;10,7;0,11;6
496;7;0,025;0,38;28;173;0,9913;3,33;0,67;0,48;12,5;0,09;6
497;10,8;0,041;0,38;70;189;0,9976;3,08;0,59;0,49;8,6;0,12;4
498;1,6;0,026;0,38;43;147;0,9904;3,29;0,27;0,54;12,5;0,09;6
499;1;0,04;0,38;13;174;0,992;3,27;0,38;0,66;10;0,12;5
500;10,8;0,041;0,38;70;189;0,9976;3,08;0,64;0,49;8,6;0,14;4
501;16,7;0,045;0,38;54;200;0,999;3,08;0,15;0,49;9,5;0,12;6
502;14,2;0,038;0,38;51;164;0,9975;3,12;0,27;0,48;9,6;0,11;6
503;2,25;0,038;0,38;8;210;0,9937;3,2;0,07;0,62;9,9;0,11;6
504;2,25;0,037;0,38;8;210;0,9937;3,19;0,83;0,62;9,9;0,12;5
505;12,2;0,053;0,38;46;140;0,998;3,06;0,42;0,53;8,9;0,12;6
506;12,2;0,053;0,38;46;140;0,998;3,06;0,55;0,53;8,9;0,12;6
507;3,3;0,09;0,38;7;135;0,9944;3,01;0,80;0,52;8,8;0,13;5
508;1,9;0,048;0,38;40;170;0,9938;3,64;0,04;0,54;10;0,1;7
509;3,5;0,039;0,38;55;152;0,9907;3,44;0,62;0,44;12;0,09;6
510;1,9;0,048;0,38;40;170;0,9938;3,64;0,11;0,54;10;0,11;7
511;1,3;0,041;0,38;62;138;0,9921;3,21;0,02;0,42;10;0,12;6
512;1,8;0,042;0,38;8;167;0,9908;3,11;0,50;0,41;12,1;0,09;6
513;5,2;0,04;0,38;31;141;0,9931;3,16;0,91;0,59;11;0,1;6
514;1,4;0,025;0,38;27;55;0,9915;3,21;0,18;0,33;11,2;0,11;6
515;9;0,036;0,38;34;115;0,9952;3,17;0,70;0,39;10,3;0,1;7
516;2,2;0,051;0,38;28;167;0,9926;3,37;0,50;0,47;10,4;0,1;6
517;1,6;0,055;0,38;47;154;0,9934;3,08;0,94;0,45;9,1;0,11;5
518;1,7;0,045;0,38;49;154;0,992;3;0,48;0,6;10,4;0,11;6
519;1,9;0,05;0,38;20;78;0,9918;3,43;0,65;0,64;10,8;0,11;6
520;12,6;0,048;0,38;7;41;0,9942;3,19;0,51;0,4;11,7;0,1;5
521;2,1;0,039;0,38;8;143;0,9942;;0,21;0,74;9,8;0,11;5
522;2,1;0,039;0,38;8;143;0,9942;3,05;0,34;0,74;9,8;0,11;5
523;1,3;0,038;0,38;22;101;0,9901;3,03;0,24;0,39;11,4;0,1;6
524;1,7;0,033;0,38;22;96;0,9898;3,03;0,25;0,38;11,2;0,1;6
525;1;0,038;0,38;6;72;0,9902;3,37;0,24;0,34;11,4;0,1;5
526;3,3;0,114;0,38;24;140;0,9934;3,09;0,08;0,45;9,2;0,12;6
527;5;0,04;0,38;3;29;0,9906;3,04;0,73;0,53;12,5;0,09;4
528;1,8;0,034;0,38;32;116;0,9898;3,36;0,62;0,44;12,6;0,1;6
529;1,6;0,031;0,38;24;104;0,9896;3,44;0,02;0,35;12,2;0,08;6
530;4,5;0,03;0,38;19;112;0,9922;3,56;0,49;0,45;11,2;0,09;6
531;4,9;0,048;0,38;31;103;0,9947;3,43;0,40;0,79;9,7;0,12;6
532;4;0,186;0,38;64;150;0,9945;3,06;0,17;0,4;9,3;0,11;5
533;13,2;0,067;0,38;53;178;0,9976;3,01;0,85;0,48;9;0,12;6
534;13,2;0,067;0,38;53;178;0,9976;3,01;0,82;0,48;9;0,13;6
535;13,2;0,067;0,38;53;178;0,9976;3,01;0,06;0,48;9;0,11;6
536;15,3;0,047;0,38;54;171;0,9987;3,09;0,30;0,51;9,1;0,11;5
537;15,3;0,047;0,38;54;171;0,9987;3,09;0,51;0,51;9,1;0,12;5
538;13,2;0,067;0,38;53;178;0,9976;3,01;0,25;0,48;9;0,12;6
539;1,5;0,045;0,38;22;61;0,992;3,31;0,31;0,54;10,4;0,11;5
540;4,55;0,053;0,38;41;211;0,9955;3,37;0,38;0,67;9,5;0,11;6
541;9,9;0,04;0,38;10;175;0,9953;3,46;0,68;0,55;11,4;0,09;4
542;10,4;0,05;0,38;76;192;0,9976;3,16;0,89;0,42;8,7;0,12;5
543;1,1;0,045;0,38;14;167;0,992;3,34;0,11;0,68;9,9;0,1;6
544;8,7;0,036;0,38;29;148;0,9952;3,22;0,36;0,62;9,9;0,12;6
545;13,9;0,047;0,38;49;162;0,9983;3,21;0,85;0,51;9;0,11;6
546;1,4;0,04;0,38;41;149;0,9933;3,49;0,38;0,58;10;0,1;6
547;7,2;0,039;0,38;38;172;0,9958;3,49;0,55;0,64;9,7;0,12;6
548;1,9;0,052;0,38;10;87;0,9922;3,3;0,88;0,49;11,8;0,1;6
549;1,7;0,044;0,38;30;127;0,9928;3,49;0,42;0,5;10,2;0,1;7
550;10,4;0,05;0,38;76;192;0,9976;3,16;0,64;0,42;8,7;0,12;5
551;13,6;0,05;0,38;40;168;0,9976;3,07;0,93;0,52;9,6;0,11;7
552;1,2;0,026;0,38;31;93;0,9916;2,93;0,85;0,37;11,3;0,09;7
553;1,6;0,028;0,38;32;118;0,9901;3;0,61;0,38;12,1;0,09;7
554;13,6;0,05;0,38;40;168;0,9976;3,07;0,07;0,52;9,6;0,12;7
555;1,6;0,028;0,38;32;118;0,9901;3;0,07;0,38;12,1;0,1;7
556;1,2;0,026;0,38;31;93;0,9916;2,93;0,33;0,37;11,3;0,09;7
557;12,2;0,046;0,38;22;160;0,9982;2,98;0,87;0,65;9,4;0,12;5
558;1,6;0,049;0,38;16;137;0,993;3,32;0,94;0,5;10,4;0,11;6
559;12,1;0,044;0,38;53;165;0,9969;3,25;0,81;0,39;9,5;0,12;5
560;4,2;0,047;0,38;51;144;0,991;3,01;0,09;0,76;12,3;0,09;6
561;9,1;0,049;0,38;31;150;0,9953;3,12;0,62;0,74;9,9;0,11;7
562;1,6;0,057;0,38;39;128;0,9924;3,24;0,58;0,48;10,1;0,11;5
563;8,8;0,063;0,38;39;184;0,9969;3,09;0,91;0,63;9,2;0,13;6
564;1,4;0,046;0,38;16;135;0,9928;3,08;0,79;0,77;10,4;0,11;7
565;4,2;0,066;0,38;38;165;0,9945;3,2;0,99;0,42;9,1;0,12;5
566;10,3;0,059;0,38;28;99;0,9967;3,12;0,73;0,47;10;0,12;6
567;12,4;0,051;0,38;6;37;0,9944;3,13;0,23;0,39;11,5;0,1;6
568;2,2;0,048;0,38;59;153;0,9928;3,08;0,46;0,61;9,8;0,12;5
569;2,2;0,05;0,38;61;154;0,9929;3,08;0,67;0,6;9,8;0,12;6
570;5,2;0,04;0,38;44;179;0,9948;3,19;0,48;0,69;9,4;0,11;6
571;10,8;0,051;0,38;77;194;0,9976;3,05;0,74;0,46;8,7;0,12;5
572;2,7;0,038;0,38;26;107;0,9912;3,32;0,46;0,41;11,6;0,1;7
573;16,3;0,047;0,38;44;181;0,9987;3,04;0,25;0,56;8,8;0,12;5
574;2,7;0,032;0,38;49;151;0,99;3,16;0,01;0,39;12,7;0,09;7
575;1,9;0,035;0,38;39;138;0,991;3,17;0,17;0,44;11,7;0,1;7
576;1,8;0,047;0,38;47;185;0,9933;3,13;0,66;0,5;10,2;0,11;6
577;1,8;0,047;0,38;47;187;0,9933;3,13;0,43;0,5;10,2;0,1;6
578;2,8;0,033;0,38;48;153;0,9899;3,15;0,53;0,38;12,7;0,1;7
579;2,7;0,038;0,38;26;107;0,9912;3,32;0,81;0,41;11,6;0,1;7
580;6;0,034;0,38;42;134;0,9912;3,38;0,81;0,38;12,3;0,08;7
581;10,8;0,051;0,38;77;194;0,9976;3,05;0,73;0,46;8,7;0,12;5
582;4,2;0,042;0,38;25;111;0,994;3,35;0,70;0,39;9,4;0,11;5
583;6,4;0,056;0,38;44;168;0,9947;3,13;0,20;0,35;10,1;0,12;6
584;10,7;0,042;0,38;26;81;0,9954;2,86;0,62;0,36;9,7;0,11;6
585;1,6;0,046;0,38;32;134;0,993;3,42;0,61;0,51;10,1;0,11;7
586;10,7;0,042;0,38;26;81;0,9954;2,86;0,87;0,36;9,7;0,11;6
587;7,9;0,049;0,38;38;157;0,9963;3,13;0,78;0,48;8,9;0,13;6
588;1,7;0,034;0,38;37;136;0,992;3,47;0,08;0,5;10,8;0,11;7
589;2,1;0,036;0,38;42;121;0,9926;3,42;0,90;0,49;10,8;0,11;7
590;5,8;0,04;0,38;25;136;0,995;3,19;0,76;0,58;9,5;0,12;6
591;14,5;0,059;0,38;6;148;0,9983;2,94;0,88;0,44;9,1;0,13;5
592;1,2;0,037;0,38;48;119;0,992;3,32;0,81;0,49;10,9;0,1;6
593;10,1;0,043;0,38;28;152;0,9968;3,2;0,05;0,52;9,4;0,12;5
594;1,1;0,03;0,38;10;131;0,9905;2,97;0,57;0,28;10,8;0,09;5
595;1;0,03;0,38;9;131;0,9904;2,97;0,69;0,29;10,8;0,11;5
596;0,9;0,051;0,38;7;140;0,9926;3,45;0,24;0,5;10,5;0,1;7
597;10,1;0,043;0,38;28;152;0,9968;3,2;0,30;0,52;9,4;0,12;5
598;4,9;0,034;0,38;26;127;0,9928;3,17;0,46;0,44;10,8;0,11;6
599;11,4;0,036;0,38;31;115;0,9949;3,35;0,94;0,48;10,5;0,1;8
600;1,4;0,036;0,38;14;55;0,9909;3,08;0,64;0,68;11,5;0,09;7
601;1,4;0,18;0,38;36;160;0,9937;3,11;0,10;0,54;9,4;0,11;6
602;1,4;0,045;0,38;31;106;0,9914;2,88;0,23;0,38;10,8;0,11;6
603;1,1;0,03;0,38;10;131;0,9905;2,97;0,35;0,28;10,8;0,1;5
604;1;0,03;0,38;9;131;0,9904;2,97;0,34;0,29;10,8;0,09;5
605;1,5;0,052;0,38;34;134;0,9924;;0,77;0,61;9,8;0,11;6
606;1,5;0,052;0,38;34;134;0,9924;2,99;0,32;0,61;9,8;0,1;6
607;7,5;0,049;0,38;38;158;0,9965;3,43;0,44;0,38;9,6;0,11;5
608;7,5;0,049;0,38;38;158;0,9965;3,43;0,68;0,38;9,6;0,12;5
609;17,75;0,044;0,38;48;161;0,9993;3,34;0,39;0,48;9,5;0,12;5
610;5,7;0,061;0,38;12;94;0,9965;3,48;0,30;0,69;10,7;0,1;6
611;3,2;0,037;0,38;29;119;0,9908;3,25;0,62;0,65;12,4;0,09;8
612;4,3;0,032;0,38;9;95;0,992;3,09;0,31;0,39;11,1;0,11;6
613;11;0,047;0,38;37;133;0,9978;2,99;0,58;0,38;8,8;0,12;5
614;10,9;0,045;0,38;38;133;0,9978;3;0,08;0,36;8,7;0,12;5
615;10,9;0,045;0,38;38;133;0,9978;3;0,04;0,36;8,7;0,12;5
616;11;0,047;0,38;37;133;0,9978;2,99;0,87;0,38;8,8;0,12;5
617;2,4;0,037;0,38;18;101;0,9912;3,21;0,29;0,65;11,7;0,1;7
618;1,9;0,051;0,38;52;195;0,9928;3,23;0,19;0,5;10,9;0,1;6
619;1,8;0,051;0,38;52;190;0,9928;3,23;0,01;0,5;10,8;0,1;6
620;1,4;0,057;0,38;33;135;0,993;3,12;0,58;0,5;9,6;0,11;6
621;16,8;0,084;0,38;59;222;0,9993;3,18;0,30;0,58;9;0,11;5
622;8,9;0,083;0,38;50;171;0,9965;2,85;0,35;0,5;9;0,12;5
623;6,6;0,043;0,38;22;141;0,9937;3,36;0,30;0,6;10,4;0,1;6
624;1,1;0,045;0,38;3;64;0,9913;3,23;0,80;0,51;11,4;0,09;5
625;1,4;0,066;0,38;27;128;0,9934;3,26;0,56;0,55;9,3;0,11;5
626;13,3;0,039;0,38;49;130;0,9952;3,33;0,21;0,46;11;0,11;8
628;6,2;0,048;0,38;31;228;0,9957;3,23;0,48;0,62;9,4;0,11;6
