ID;fixed acidity;volatile acidity;citric acid
3850;8,2;0,31;0,43
3851;6,7;0,24;0,32
3852;5,9;0,17;0,29
3853;5,9;0,2;0,23
3854;6,6;0,32;0,26
3855;5,9;0,12;0,27
3856;5,9;0,18;0,29
3857;5,9;0,2;0,23
3858;5,4;0,17;0,27
3859;6,1;0,21;0,3
3860;7,3;0,25;0,26
3861;7,3;0,25;0,26
3862;6,2;0,22;0,3
3863;6,5;0,27;0,19
3864;6,5;0,27;0,19
3865;6,6;0,39;0,22
3866;6;0,31;0,38
3867;8,4;0,23;0,32
3868;7,3;0,25;0,26
3869;6;0,22;0,25
3870;6,2;0,22;0,3
3871;6,1;0,23;0,27
3872;6,5;0,27;0,19
3873;7,3;0,36;0,54
3874;7,6;0,37;0,51
3875;6,7;0,26;0,51
3876;7,4;0,22;0,27
3877;6,1;0,22;0,28
3878;7,1;0,28;0,31
3879;6,5;0,35;0,31
3880;6,8;0,73;0,2
3881;6;0,28;0,24
3882;6;0,28;0,24
3883;7,1;0,2;0,37
3884;6,8;0,33;0,31
3885;6;0,28;0,24
3886;7,2;0,24;0,36
3887;6,8;0,33;0,31
3888;7,2;0,24;0,36
3889;6;0,28;0,24
3890;6,2;0,27;0,26
3891;6,4;0,38;0,26
3892;7,1;0,2;0,37
3893;6;0,21;0,3
3894;7;0,34;0,1
3895;5,9;0,435;0,16
3896;7;0,25;0,33
3897;6,7;0,26;0,29
3898;7;0,24;0,3
3899;8,5;0,23;0,34
3900;6;0,21;0,3
3901;7;0,34;0,1
3902;4,8;0,65;0,12
3903;6,1;0,22;0,38
3904;5,8;0,27;0,26
3905;5;0,455;0,18
3906;6,5;0,33;0,3
3907;6,5;0,33;0,3
3908;6,7;0,31;0,3
3909;6,2;0,39;0,24
3910;6,2;0,39;0,24
3911;7,1;0,37;0,3
3912;7,2;0,23;0,82
3913;6,5;0,33;0,3
3914;7,2;0,25;0,32
3915;6,2;0,39;0,24
3916;4,7;0,455;0,18
3917;7,1;0,37;0,3
3918;6,2;0,28;0,51
3919;6,4;0,35;0,28
3920;6,6;0,31;0,28
3921;7,4;0,25;0,37
3922;7,3;0,36;0,34
3923;6,7;0,31;0,3
3924;8,6;0,31;0,3
3925;8,6;0,31;0,3
3926;8,6;0,22;0,33
3927;6,9;0,14;0,29
3928;6,5;0,22;0,31
3929;6,6;0,32;0,47
3930;6,6;0,32;0,47
3931;6,1;0,28;0,26
3932;6,2;0,3;0,28
3933;6,9;0,22;0,28
3934;8,7;0,31;0,21
3935;7,3;0,27;0,3
3936;7;0,46;0,2
3937;5,7;0,23;0,25
3938;6,5;0,36;0,36
3939;8,2;0,18;0,38
3940;6,2;0,27;0,32
3941;6,9;0,4;0,37
3942;4,9;0,345;0,34
3943;7,2;0,23;0,39
3944;6,4;0,2;0,15
3945;6,1;0,27;0,32
3946;6,2;0,27;0,32
3947;6;0,3;0,33
3948;6,1;0,3;0,32
3949;5,7;0,14;0,3
3950;6,9;0,4;0,37
3951;4,9;0,345;0,34
3952;6,3;0,33;0,2
3953;7;0,16;0,3
3954;8,4;0,22;0,3
3955;6,3;0,33;0,2
3956;7;0,16;0,3
3957;5,4;0,24;0,18
3958;7,7;0,31;0,36
3959;5,6;0,185;0,19
3960;5,6;0,185;0,19
3961;6,6;0,43;0,24
3962;7,6;0,39;0,46
3963;7,2;0,58;0,27
3964;6;0,34;0,32
3965;7,5;0,35;0,48
3966;7,3;0,38;0,23
3967;5,4;0,185;0,19
3968;6,3;0,27;0,51
3969;6,5;0,29;0,52
3970;6,4;0,17;0,3
3971;6,7;0,18;0,31
3972;6,4;0,17;0,3
3973;6,8;0,37;0,67
3974;6,3;0,27;0,51
3975;6,5;0,29;0,52
3976;6,1;0,24;0,26
3977;7;0,32;0,29
3978;6,9;0,27;0,25
3979;6,5;0,29;0,53
3980;6,5;0,29;0,52
3981;6,1;0,22;0,25
3982;6,3;0,22;0,27
3983;6,1;0,24;0,26
3984;5,6;0,23;0,25
3985;7;0,32;0,29
3986;6,8;0,11;0,27
3987;6,8;0,11;0,27
3988;7,3;0,23;0,41
3989;6,1;0,2;0,17
3990;6,8;0,11;0,27
3991;7,3;0,23;0,41
3992;6,9;0,2;0,41
3993;6,7;0,19;0,32
3994;6,7;0,28;0,34
3995;6,7;0,28;0,34
3996;8;0,37;0,31
3997;6,7;0,28;0,34
3998;6;0,26;0,29
3999;6,4;0,24;0,49
4000;6,4;0,24;0,49
4001;6,4;0,24;0,49
4002;6,4;0,25;0,57
4003;6,1;0,25;0,48
4004;6,8;0,14;0,35
4005;6,5;0,38;0,26
4006;6,8;0,14;0,35
4007;5,4;0,15;0,32
4008;6,4;0,25;0,57
4009;6,1;0,25;0,48
4010;6,8;0,22;0,32
4011;7,2;0,21;0,29
4012;6;0,26;0,29
4013;6,4;0,24;0,49
4014;6,5;0,46;0,24
4015;6,5;0,18;0,48
4016;6,2;0,32;0,12
4017;7,2;0,4;0,24
4018;5,9;0,23;0,24
4019;6,4;0,18;0,48
4020;6,2;0,32;0,12
4021;6,4;0,37;0,12
4022;7;0,23;0,42
4023;7,2;0,4;0,24
4024;7,6;0,19;0,37
4025;6;0,28;0,27
4026;6,2;0,32;0,45
4027;7,6;0,19;0,37
4028;6,4;0,26;0,26
4029;5,9;0,25;0,27
4030;6,1;0,28;0,3
4031;6,9;0,19;0,38
4032;6,4;0,29;0,57
4033;6,8;0,27;0,22
4034;7,5;0,26;0,38
4035;6,8;0,27;0,22
4036;6,4;0,2;0,22
4037;7,3;0,33;0,22
4038;7,3;0,34;0,22
4039;6,4;0,29;0,57
4040;6,1;1,1;0,16
4041;6,3;0,24;0,29
4042;6,2;0,24;0,22
4043;7,4;0,16;0,27
4044;7,4;0,16;0,27
4045;7,4;0,16;0,27
4046;7,4;0,16;0,27
4047;7,2;0,17;0,28
4048;6,9;0,19;0,35
4049;6,9;0,19;0,35
4050;6,8;0,16;0,36
4051;7,4;0,16;0,27
4052;6,8;0,3;0,27
4053;6,2;0,24;0,22
4054;7,4;0,16;0,27
4055;7,2;0,17;0,28
4056;6,8;0,3;0,27
4057;6,5;0,43;0,18
4058;6,6;0,17;0,36
4059;6,9;0,19;0,35
4060;6,8;0,16;0,36
4061;6,4;0,41;0,01
4062;6,4;0,41;0,01
4063;7,4;0,36;0,32
4064;6,1;0,17;0,21
4065;5,5;0,28;0,21
4066;6,6;0,5;0,26
4067;7,1;0,44;0,27
4068;6,9;0,38;0,28
4069;7,1;0,44;0,27
4070;6,2;0,24;0,28
4071;6,1;0,28;0,27
4072;7,6;0,26;0,32
4073;7,5;0,16;0,38
4074;6,5;0,36;0,16
4075;6,6;0,35;0,19
4076;5,7;0,25;0,26
4077;7,4;0,37;0,26
4078;5,7;0,25;0,21
4079;5,8;0,23;0,21
4080;5,4;0,265;0,28
4081;5,7;0,25;0,27
4082;5,7;0,25;0,26
4083;5,9;0,23;0,28
4084;6,2;0,3;0,32
4085;6,5;0,33;0,24
4086;7,4;0,26;0,29
4087;7;0,2;0,4
4088;6,5;0,21;0,42
4089;7,3;0,25;0,27
4090;6,8;0,27;0,24
4091;6,7;0,24;0,3
4092;6,4;0,14;0,28
4093;6,4;0,5;0,2
4094;6,6;0,41;0,27
4095;6,4;0,25;0,28
4096;6,6;0,41;0,27
4097;8;0,25;0,35
4098;6,4;0,14;0,28
4099;6,6;0,21;0,34
4100;6,4;0,5;0,2
4101;6,3;0,29;0,23
4102;6,9;0,37;0,23
4103;6,9;0,37;0,23
4104;5,7;0,31;0,28
4105;6,9;0,45;0,27
4106;6,9;0,3;0,45
4107;5,3;0,23;0,56
4108;6,8;0,3;0,26
4109;6,7;0,28;0,42
4110;5;0,255;0,22
4111;7,6;0,4;0,27
4112;5,5;0,21;0,25
4113;6;0,2;0,25
4114;6,1;0,17;0,29
4115;7,5;0,21;0,29
4116;7,3;0,26;0,32
4117;6,2;0,35;0,2
4118;6,2;0,35;0,2
4119;6,5;0,43;0,31
4120;6,5;0,4;0,31
4121;7,4;0,28;0,5
4122;6,3;0,23;0,22
4123;6,2;0,34;0,25
4124;6,6;0,44;0,32
4125;6;0,13;0,36
4126;6,3;0,17;0,23
4127;6,3;0,18;0,22
4128;6,7;0,31;0,34
4129;6,6;0,33;0,32
4130;6,3;0,34;0,31
4131;6,8;0,29;0,32
4132;7,4;0,31;0,26
4133;7,4;0,31;0,26
4134;5,7;0,25;0,27
4135;6,8;0,27;0,28
4136;5,9;0,26;0,24
4137;5,9;0,65;0,23
4138;7,4;0,31;0,26
4139;6,6;0,23;0,32
4140;6,8;0,18;0,35
4141;6,8;0,28;0,29
4142;6,8;0,28;0,29
4143;5,9;0,27;0,27
4144;6,1;0,25;0,28
4145;6,8;0,28;0,29
4146;6,8;0,26;0,29
4147;7,1;0,13;0,29
4148;6,8;0,18;0,35
4149;6,2;0,2;0,25
4150;5,8;0,24;0,28
4151;7,6;0,48;0,31
4152;7,4;0,26;0,32
4153;6,2;0,2;0,25
4154;6,1;0,3;0,47
4155;6,2;0,32;0,5
4156;6,1;0,3;0,47
4157;6,3;0,34;0,52
4158;7,4;0,16;0,3
4159;7,4;0,16;0,3
4160;7,4;0,16;0,3
4161;7,4;0,16;0,3
4162;7,4;0,16;0,3
4163;7,4;0,16;0,3
4164;7,2;0,26;0,38
4165;7;0,31;0,35
4166;6,6;0,22;0,35
4167;5,8;0,23;0,31
4168;6,3;0,17;0,32
4169;6;0,19;0,26
4170;6,7;0,21;0,34
4171;7,4;0,16;0,3
4172;6,6;0,22;0,37
4173;6,8;0,34;0,27
4174;7,1;0,34;0,86
4175;6,3;0,24;0,22
4176;6,9;0,35;0,39
4177;6,8;0,24;0,33
4178;6,4;0,25;0,33
4179;5,8;0,19;0,33
4180;6,9;0,24;0,4
4181;6,5;0,31;0,61
4182;6,6;0,25;0,32
4183;7,5;0,38;0,56
4184;6,2;0,3;0,3
4185;6,4;0,33;0,28
4186;6,9;0,24;0,4
4187;7,6;0,27;0,32
4188;5,9;0,24;0,34
4189;5,3;0,33;0,3
4190;6,4;0,21;0,21
4191;7;0,22;0,3
4192;7,8;0,27;0,35
4193;6,7;0,2;0,24
4194;8,1;0,27;0,33
4195;6,7;0,2;0,24
4196;7,1;0,45;0,24
4197;5,8;0,22;0,29
4198;6,3;0,3;0,48
4199;7,9;0,36;0,53
4200;8,1;0,27;0,33
4201;8;0,24;0,33
4202;6,7;0,41;0,27
4203;6,7;0,24;0,31
4204;6,2;0,3;0,32
4205;6,9;0,26;0,38
4206;6,7;0,41;0,27
4207;5,9;0,32;0,2
4208;6,1;0,25;0,3
4209;5,6;0,23;0,29
4210;6,6;0,23;0,32
4211;6;0,17;0,21
4212;7,1;0,38;0,42
4213;6,6;0,31;0,37
4214;6,5;0,38;0,53
4215;7;0,44;0,24
4216;7;0,44;0,24
4217;7;0,44;0,24
4218;6,1;0,38;0,14
4219;8;0,33;0,32
4220;7;0,44;0,24
4221;6;0,19;0,29
4222;6,3;0,28;0,34
4223;6,1;0,38;0,14
4224;5,3;0,43;0,11
4225;5,4;0,22;0,35
4226;6,2;0,345;0,27
4227;5,6;0,255;0,57
4228;5,2;0,2;0,27
4229;6,2;0,29;0,23
4230;6,3;0,26;0,25
4231;6;0,22;0,23
4232;7,5;0,35;0,37
4233;6,6;0,39;0,28
4234;6,3;0,23;0,33
4235;6,3;0,22;0,3
4236;6,4;0,29;0,18
4237;6,4;0,29;0,18
4238;7,5;0,23;0,3
4239;6,4;0,29;0,18
4240;5,7;0,28;0,36
4241;6,5;0,26;0,24
4242;6,4;0,27;0,29
4243;5,9;0,22;0,29
4244;6,8;0,26;0,26
4245;7,6;0,36;0,48
4246;7,6;0,35;0,47
4247;5,7;0,18;0,26
4248;6,6;0,36;0,47
4249;5,9;0,14;0,2
4250;5,5;0,23;0,19
4251;6,7;0,11;0,26
4252;7;0,24;0,24
4253;6,7;0,11;0,26
4254;5,3;0,47;0,1
4255;7,5;0,29;0,24
4256;6;0,33;0,26
4257;6;0,33;0,26
4258;5,8;0,32;0,23
4259;5,8;0,3;0,23
4260;3,8;0,31;0,02
4261;6,2;0,36;0,22
4262;6;0,31;0,27
4263;6,9;0,52;0,54
4264;7;0,55;0,05
4265;5,8;0,2;0,16
4266;6,2;0,36;0,22
4267;6;0,31;0,27
4268;6;0,29;0,27
4269;5,7;0,22;0,29
4270;7,1;0,46;0,23
4271;6,6;0,21;0,3
4272;6,9;0,42;0,2
4273;5,7;0,22;0,2
4274;5,7;0,22;0,2
4275;5,7;0,22;0,2
4276;5,7;0,22;0,2
4277;5,2;0,31;0,2
4278;7,2;0,22;0,35
4279;5,6;0,18;0,29
4280;6,2;0,24;0,27
4281;5,7;0,22;0,2
4282;5,7;0,26;0,24
4283;5,7;0,26;0,24
4284;6;0,2;0,26
4285;6;0,2;0,26
4286;6;0,2;0,26
4287;6;0,2;0,26
4288;7,6;0,28;0,17
4289;7;0,2;0,33
4290;6,6;0,26;0,27
4291;5,7;0,26;0,24
4292;7,2;0,21;0,36
4293;6,9;0,22;0,32
4294;7,2;0,21;0,36
4295;7,4;0,22;0,28
4296;7,2;0,21;0,36
4297;6,9;0,22;0,32
4298;7;0,2;0,35
4299;5,6;0,26;0
4300;6,3;0,28;0,3
4301;6,4;0,29;0,3
4302;7,2;0,34;0,23
4303;7,1;0,39;0,39
4304;6,9;0,26;0,29
4305;6,1;0,24;0,25
4306;5,9;0,25;0,24
4307;6,1;0,24;0,27
4308;6,5;0,22;0,27
4309;6,2;0,26;0,29
4310;6,6;0,34;0,25
4311;5,6;0,225;0,24
4312;7,1;0,23;0,28
4313;6,9;0,26;0,29
4314;6,4;0,27;0,3
4315;6,3;0,41;0,22
4316;6,7;0,41;0,24
4317;7,2;0,585;0,2
4318;6,7;0,34;0,26
4319;6,3;0,41;0,22
4320;6,7;0,41;0,24
4321;6,4;0,26;0,35
4322;6,3;0,28;0,22
4323;7,4;0,16;0,33
4324;8,4;0,27;0,3
4325;5,9;0,2;0,28
4326;6,4;0,24;0,26
4327;7,4;0,38;0,34
4328;6,4;0,24;0,26
4329;6,4;0,42;0,19
4330;6,4;0,23;0,26
4331;6,4;0,24;0,26
4332;7,4;0,38;0,34
4333;7,3;0,19;0,27
4334;7,3;0,19;0,27
4335;7,3;0,19;0,27
4336;7,3;0,19;0,27
4337;7,3;0,19;0,27
4338;7,3;0,19;0,27
4339;7,3;0,19;0,27
4340;6,8;0,24;0,29
4341;7,3;0,19;0,27
4342;7,4;0,27;0,52
4343;5,7;0,28;0,35
4344;5,8;0,22;0,25
4345;6,7;0,27;0,69
4346;7,1;0,2;0,35
4347;6,7;0,27;0,69
4348;7,1;0,23;0,3
4349;7,6;0,31;0,52
4350;7,2;0,34;0,28
4351;7;0,36;0,25
4352;6,4;0,31;0,28
4353;7,3;0,28;0,35
4354;7,4;0,16;0,3
4355;6,4;0,31;0,27
4356;6,4;0,31;0,28
4357;6,2;0,29;0,29
4358;5,9;0,28;0,34
4359;6,5;0,23;0,2
4360;7,2;0,34;0,2
4361;7,3;0,28;0,35
4362;6,5;0,2;0,33
4363;6,2;0,24;0,27
4364;7,1;0,31;0,25
4365;6,4;0,29;0,21
4366;6,3;0,19;0,33
4367;5,9;0,29;0,28
4368;7,1;0,31;0,25
4369;6,5;0,3;0,28
4370;6,4;0,29;0,21
4371;6,5;0,22;0,19
4372;7;0,23;0,28
4373;7,1;0,23;0,23
4374;6,1;0,26;0,28
4375;6,4;0,35;0,21
4376;6;0,32;0,32
4377;6,1;0,34;0,21
4378;6,5;0,13;0,27
4379;6,5;0,315;0,2
4380;6,1;0,34;0,21
4381;5,7;0,31;0,29
4382;6,4;0,3;0,27
4383;7;0,24;0,26
4384;6,5;0,13;0,27
4385;6,4;0,26;0,21
4386;6,4;0,26;0,21
4387;6;0,27;0,31
4388;7,1;0,21;0,33
4389;6,7;0,26;0,29
4390;6,3;0,28;0,22
4391;6,2;0,25;0,44
4392;7,3;0,22;0,37
4393;6,2;0,25;0,44
4394;6,4;0,18;0,28
4395;6,3;0,2;0,26
4396;6,6;0,24;0,22
4397;7,4;0,27;0,26
4398;7,4;0,27;0,26
4399;7,4;0,27;0,26
4400;6,6;0,24;0,22
4401;7,4;0,27;0,26
4402;7,1;0,38;0,29
4403;6,8;0,43;0,26
4404;5,2;0,22;0,46
4405;5,9;0,29;0,16
4406;5,9;0,29;0,16
4407;6,3;0,29;0,29
4408;6,3;0,19;0,32
4409;5,7;0,29;0,16
4410;6,3;0,29;0,29
4411;5,7;0,24;0,47
4412;5,8;0,3;0,38
4413;7,1;0,27;0,27
4414;5,8;0,3;0,38
4415;7,1;0,27;0,27
4416;6,3;0,305;0,22
4417;5,7;0,24;0,47
4418;6,2;0,22;0,28
4419;6,6;0,22;0,23
4420;6,6;0,22;0,23
4421;6,6;0,22;0,23
4422;6,6;0,22;0,23
4423;6,2;0,22;0,28
4424;6,2;0,22;0,28
4425;6,6;0,22;0,23
4426;6,1;0,22;0,5
4427;6,2;0,21;0,52
4428;6,3;0,32;0,26
4429;6,9;0,44;0,27
4430;6,1;0,31;0,34
4431;8,1;0,36;0,59
4432;6,6;0,38;0,28
4433;6,7;0,24;0,26
4434;6,9;0,56;0,26
4435;7,2;0,24;0,24
4436;6,5;0,29;0,3
4437;6,7;0,28;0,28
4438;6,5;0,29;0,3
4439;6,1;0,21;0,19
4440;7,2;0,47;0,16
4441;6,7;0,34;0,31
4442;6,6;0,27;0,25
4443;6,7;0,34;0,31
4444;7,2;0,47;0,16
4445;5;0,35;0,25
4446;5;0,35;0,25
4447;4,4;0,46;0,1
4448;6,6;0,38;0,29
4449;7,3;0,3;0,25
4450;6,4;0,28;0,22
4451;6,9;0,29;0,25
4452;6,3;0,3;0,19
4453;6,3;0,39;0,22
4454;6,6;0,38;0,29
4455;6,6;0,18;0,26
4456;6;0,28;0,29
4457;6;0,28;0,29
4458;6;0,28;0,29
4459;6,6;0,35;0,26
4460;5,9;0,22;0,18
4461;6,6;0,18;0,26
4462;7,7;0,28;0,24
4463;7,1;0,42;0,2
4464;6,7;0,32;0,32
4465;6,6;0,26;0,56
4466;6,6;0,26;0,56
4467;6,2;0,32;0,24
4468;6,3;0,25;0,27
4469;6,2;0,21;0,24
4470;6,4;0,23;0,27
4471;4,7;0,145;0,29
4472;6,2;0,2;0,28
4473;7;0,28;0,28
4474;7,1;0,36;0,2
4475;5,7;0,25;0,22
4476;5,7;0,22;0,33
4477;6;0,2;0,38
4478;6,4;0,32;0,26
4479;6,4;0,32;0,26
4480;6;0,555;0,26
4481;5,9;0,22;0,45
4482;6,4;0,32;0,26
4483;6,2;0,3;0,33
4484;5,8;0,28;0,18
4485;5,8;0,555;0,26
4486;6,7;0,31;0,33
4487;6,4;0,15;0,25
4488;6,4;0,13;0,28
4489;6,7;0,48;0,49
4490;6,7;0,48;0,49
4491;5,8;0,3;0,33
4492;6,1;0,28;0,23
4493;6;0,19;0,37
4494;6,8;0,31;0,25
4495;7,5;0,24;0,29
4496;6,8;0,23;0,39
4497;7,5;0,24;0,29
4498;6,3;0,29;0,3
4499;6,8;0,2;0,25
4500;5,2;0,38;0,26
4501;7,8;0,27;0,33
4502;6,6;0,54;0,21
4503;7,1;0,25;0,31
4504;5,8;0,61;0,01
4505;6,5;0,32;0,23
4506;6,4;0,28;0,23
4507;6,6;0,19;0,28
4508;5,1;0,305;0,13
4509;5,8;0,26;0,3
4510;6,7;0,23;0,17
4511;6,8;0,33;0,3
4512;6,1;0,27;0,32
4513;6,1;0,27;0,32
4514;6,8;0,4;0,29
4515;6,1;0,4;0,18
4516;7,1;0,28;0,26
4517;6,2;0,32;0,32
4518;6,8;0,17;0,17
4519;9;0,2;0,33
4520;5,8;0,13;0,22
4521;5,8;0,31;0,31
4522;6,3;0,36;0,2
4523;9;0,2;0,33
4524;6,7;0,18;0,25
4525;6,6;0,16;0,25
4526;5,8;0,13;0,22
4527;5,8;0,27;0,22
4528;6,8;0,17;0,17
4529;6,4;0,37;0,19
4530;7,3;0,26;0,53
4531;7,3;0,28;0,54
4532;7,3;0,28;0,54
4533;5,8;0,12;0,21
4534;6,1;0,25;0,18
4535;6,4;0,24;0,27
4536;7,3;0,26;0,53
4537;7,3;0,28;0,54
4538;8,3;0,18;0,37
4539;7,1;0,09;0,3
4540;8,3;0,14;0,36
4541;5,8;0,28;0,3
4542;6;0,23;0,34
4543;6,9;0,28;0,37
4544;6,9;0,28;0,37
4545;5,8;0,28;0,3
4546;6,3;0,25;0,53
4547;6,5;0,2;0,31
4548;5,9;0,29;0,32
4549;6,4;0,46;0,22
4550;6,9;0,28;0,37
4551;6,8;0,23;0,33
4552;7;0,23;0,32
4553;6,4;0,55;0,26
4554;5,7;0,28;0,3
4555;6;0,23;0,34
4556;6,8;0,45;0,3
4557;6,1;0,2;0,4
4558;6,1;0,37;0,46
4559;5,9;0,21;0,23
4560;6,9;0,22;0,32
4561;5,4;0,27;0,22
4562;6;0,26;0,26
4563;5,6;0,18;0,3
4564;5,6;0,26;0,27
4565;7;0,23;0,35
4566;5,8;0,28;0,66
4567;8,6;0,36;0,26
4568;5,8;0,28;0,66
4569;6,4;0,3;0,27
4570;6,2;0,2;0,32
4571;5,8;0,29;0,15
4572;5,7;0,22;0,28
4573;5,6;0,22;0,32
4574;6,8;0,32;0,23
4575;6,2;0,2;0,26
4576;6,1;0,35;0,24
4577;5,9;0,3;0,29
4578;6,3;0,15;0,34
4579;4,8;0,13;0,32
4580;6;0,2;0,26
4581;5,7;0,2;0,24
4582;6;0,27;0,26
4583;6,3;0,37;0,51
4584;6,4;0,23;0,37
4585;5,9;0,34;0,25
4586;5;0,33;0,23
4587;5,4;0,29;0,38
4588;8;0,33;0,35
4589;6,4;0,3;0,33
4590;5,4;0,29;0,38
4591;6,4;0,33;0,3
4592;7;0,33;0,78
4593;6,7;0,45;0,3
4594;6,5;0,36;0,31
4595;5,8;0,42;0,3
4596;7,1;0,39;0,3
4597;6,7;0,53;0,29
4598;6,7;0,66;0
4599;6,5;0,36;0,31
4600;6,5;0,16;0,33
4601;8,3;0,22;0,34
4602;6,9;0,23;0,35
4603;6,4;0,17;0,34
4604;5;0,33;0,18
4605;6,8;0,38;0,29
4606;6,5;0,29;0,32
4607;6,9;0,29;0,32
4608;6,6;0,28;0,3
4609;6,2;0,36;0,27
4610;6;0,615;0,04
4611;5,9;0,44;0,36
4612;5,9;0,42;0,36
4613;5,8;0,34;0,21
4614;5,8;0,27;0,2
4615;7,1;0,33;0,18
4616;6,1;0,44;0,28
4617;7,3;0,28;0,37
4618;5,2;0,5;0,18
4619;6,1;0,44;0,28
4620;6,4;0,62;0,12
4621;6,4;0,38;0,19
4622;7,5;0,305;0,38
4623;6,5;0,5;0,22
4624;6,6;0,4;0,3
4625;6,4;0,4;0,25
4626;8,3;0,49;0,23
4627;6,3;0,3;0,91
4628;6,1;0,19;0,37
4629;6,1;0,19;0,37
4630;5,6;0,24;0,34
4631;5,7;0,25;0,32
4632;6,6;0,21;0,39
4633;6,3;0,3;0,91
4634;6,2;0,28;0,41
4635;5,8;0,29;0,38
4636;5,8;0,345;0,15
4637;6,5;0,51;0,25
4638;6;0,24;0,41
4639;6,5;0,51;0,25
4640;6,9;0,54;0,26
4641;6;0,24;0,41
4642;6,6;0,26;0,36
4643;5,7;0,24;0,3
4644;6,5;0,21;0,35
4645;6,8;0,29;0,22
4646;5;0,24;0,34
4647;5,9;0,18;0,28
4648;5,8;0,26;0,29
4649;6,7;0,61;0,21
4650;5,7;0,695;0,06
4651;5,6;0,695;0,06
4652;5,7;0,39;0,25
4653;6,1;0,38;0,47
4654;6,3;0,36;0,28
4655;6;0,29;0,41
4656;6;0,29;0,41
4657;6;0,29;0,41
4658;6;0,29;0,41
4659;7,1;0,43;0,25
4660;6,6;0,25;0,25
4661;6,6;0,33;0,41
4662;8;0,23;0,41
4663;7,3;0,17;0,36
4664;6;0,17;0,33
4665;6,1;0,16;0,34
4666;7,3;0,17;0,36
4667;6,4;0,31;0,53
4668;6,1;0,16;0,34
4669;6;0,17;0,33
4670;5,9;0,44;0,33
4671;6,6;0,285;0,49
4672;4,9;0,335;0,14
4673;4,9;0,335;0,14
4674;6;0,28;0,52
4675;5,8;0,35;0,29
4676;5,7;0,21;0,37
4677;6,5;0,25;0,32
4678;6;0,28;0,52
4679;6,6;0,285;0,49
4680;4,7;0,335;0,14
4681;6,8;0,63;0,04
4682;5,6;0,27;0,37
4683;6,8;0,32;0,33
4684;6,5;0,33;0,32
4685;6;0,24;0,34
4686;7,2;0,26;0,32
4687;6,8;0,63;0,04
4688;6,7;0,16;0,32
4689;6,7;0,16;0,32
4690;6,7;0,16;0,32
4691;6,7;0,16;0,32
4692;6,9;0,19;0,31
4693;6;0,36;0,32
4694;6,7;0,16;0,32
4695;6,9;0,19;0,31
4696;6,7;0,35;0,32
4697;6,1;0,15;0,4
4698;6,7;0,35;0,32
4699;7;0,27;0,74
4700;6,8;0,3;0,33
4701;6,8;0,3;0,33
4702;6,4;0,69;0,09
4703;6,4;0,69;0,09
4704;5,9;0,12;0,28
4705;6,3;0,36;0,5
4706;5,7;0,27;0,16
4707;6,1;0,22;0,4
4708;5,6;0,205;0,16
4709;7,2;0,33;0,28
4710;5,9;0,21;0,31
4711;5,4;0,33;0,31
4712;5,4;0,205;0,16
4713;5,7;0,27;0,16
4714;6,4;0,28;0,28
4715;6,1;0,22;0,4
4716;6,7;0,15;0,32
4717;5,5;0,315;0,38
4718;4,8;0,225;0,38
4719;5,2;0,24;0,15
4720;6,7;0,15;0,32
4721;6,6;0,27;0,32
4722;6,1;0,32;0,33
4723;6;0,25;0,28
4724;6,4;0,42;0,46
4725;6,1;0,32;0,33
4726;6,9;0,31;0,33
4727;6,3;0,48;0,48
4728;6;0,25;0,28
4729;7,2;0,21;0,31
4730;6,8;0,32;0,43
4731;7,9;0,3;0,6
4732;5,3;0,31;0,38
4733;5,3;0,31;0,38
4734;5,2;0,185;0,22
4735;5,5;0,16;0,31
4736;6;0,17;0,36
4737;6;0,16;0,36
4738;6,1;0,24;0,32
4739;5,5;0,3;0,25
4740;5,5;0,16;0,31
4741;6;0,32;0,46
4742;6,1;0,27;0,31
4743;6;0,27;0,32
4744;6;0,14;0,37
4745;5;0,24;0,19
4746;6,1;0,26;0,25
4747;6,3;0,23;0,5
4748;5,6;0,26;0,5
4749;6,1;0,34;0,24
4750;6,2;0,35;0,25
4751;6;0,14;0,37
4752;7,3;0,36;0,62
4753;5,1;0,25;0,36
4754;5,5;0,16;0,26
4755;6,4;0,19;0,35
4756;6,6;0,29;0,73
4757;6;0,38;0,26
4758;6;0,38;0,26
4759;6,5;0,2;0,35
4760;6,6;0,17;0,26
4761;6,6;0,17;0,26
4762;6,2;0,15;0,27
4763;5,9;0,48;0,3
4764;5,3;0,4;0,25
4765;5,9;0,26;0,29
4766;5,2;0,3;0,34
4767;6,4;0,32;0,25
4768;6,6;0,19;0,25
4769;6,8;0,27;0,3
4770;6,8;0,27;0,3
4771;6,8;0,27;0,3
4772;6,8;0,27;0,3
4773;6,4;0,28;0,45
4774;5,2;0,21;0,31
4775;7,1;0,24;0,34
4776;5;0,27;0,4
4777;5,8;0,27;0,4
4778;5,9;0,27;0,32
4779;5,8;0,315;0,19
4780;6;0,59;0
4781;5,8;0,3;0,09
4782;5,6;0,3;0,1
4783;6,7;0,3;0,5
4784;6,7;0,3;0,5
4785;6,4;0,31;0,31
4786;6,9;0,25;0,29
4787;4,4;0,32;0,39
4788;3,9;0,225;0,4
4789;6,4;0,31;0,31
4790;5,5;0,62;0,33
4791;6,2;0,3;0,42
4792;6,7;0,3;0,5
4793;4,7;0,785;0
4794;6;0,31;0,32
4795;6;0,32;0,3
4796;6,4;0,105;0,29
